"","ID","Token","Rating","Condition","Speaker","ratingType","rep","Sent"
"1988","L111","Sub26_Int_ksent.1_lessClear",24,"lessClear","Sub26","Int","1","ksent"
"1989","L111","Sub26_Int_ksent.1_moreClear",0,"moreClear","Sub26","Int","1","ksent"
"1990","L111","Sub28_AP_tsent.2_conv",0,"conv","Sub28","AP","2","tsent"
"1991","L111","Sub28_AP_tsent.2_lessClear",0,"lessClear","Sub28","AP","2","tsent"
"1992","L111","Sub28_AP_tsent.2_moreClear",0,"moreClear","Sub28","AP","2","tsent"
"1993","L111","Sub30_AP_ksent.2_conv",54,"conv","Sub30","AP","2","ksent"
"1994","L111","Sub30_AP_ksent.2_lessClear",25,"lessClear","Sub30","AP","2","ksent"
"1995","L111","Sub30_AP_ksent.2_moreClear",26,"moreClear","Sub30","AP","2","ksent"
"1996","L111","Sub26_AP_bsent.1_conv",100,"conv","Sub26","AP","1","bsent"
"1997","L111","Sub26_AP_bsent.1_lessClear",25,"lessClear","Sub26","AP","1","bsent"
"1998","L111","Sub26_AP_bsent.1_moreClear",99,"moreClear","Sub26","AP","1","bsent"
"1999","L112","Sub30_Int_bsent.3_conv",84,"conv","Sub30","Int","3","bsent"
"2000","L112","Sub30_Int_bsent.3_lessClear",59,"lessClear","Sub30","Int","3","bsent"
"2001","L112","Sub30_Int_bsent.3_moreClear",39,"moreClear","Sub30","Int","3","bsent"
"2002","L112","Sub28_Int_tsent.2_conv",6,"conv","Sub28","Int","2","tsent"
"2003","L112","Sub28_Int_tsent.2_lessClear",11,"lessClear","Sub28","Int","2","tsent"
"2004","L112","Sub28_Int_tsent.2_moreClear",13,"moreClear","Sub28","Int","2","tsent"
"2005","L112","Sub12_Int_ksent.1_conv",54,"conv","Sub12","Int","1","ksent"
"2006","L112","Sub12_Int_ksent.1_lessClear",36,"lessClear","Sub12","Int","1","ksent"
"2007","L112","Sub12_Int_ksent.1_moreClear",67,"moreClear","Sub12","Int","1","ksent"
"2008","L112","Sub30_AP_tsent.5_conv",7,"conv","Sub30","AP","5","tsent"
"2009","L112","Sub30_AP_tsent.5_lessClear",36,"lessClear","Sub30","AP","5","tsent"
"2010","L112","Sub30_AP_tsent.5_moreClear",86,"moreClear","Sub30","AP","5","tsent"
"2011","L112","Sub28_AP_ksent.3_conv",44,"conv","Sub28","AP","3","ksent"
"2012","L112","Sub28_AP_ksent.3_lessClear",14,"lessClear","Sub28","AP","3","ksent"
"2013","L112","Sub28_AP_ksent.3_moreClear",4,"moreClear","Sub28","AP","3","ksent"
"2014","L112","Sub12_AP_bsent.1_conv",34,"conv","Sub12","AP","1","bsent"
"2015","L112","Sub12_AP_bsent.1_lessClear",27,"lessClear","Sub12","AP","1","bsent"
"2016","L112","Sub12_AP_bsent.1_moreClear",77,"moreClear","Sub12","AP","1","bsent"
"2017","L113","Sub32_Int_bsent.4_conv",93,"conv","Sub32","Int","4","bsent"
"2018","L113","Sub32_Int_bsent.4_lessClear",56,"lessClear","Sub32","Int","4","bsent"
"2019","L113","Sub32_Int_bsent.4_moreClear",100,"moreClear","Sub32","Int","4","bsent"
"2020","L113","Sub22_Int_tsent.4_conv",80,"conv","Sub22","Int","4","tsent"
"2021","L113","Sub22_Int_tsent.4_lessClear",83,"lessClear","Sub22","Int","4","tsent"
"2022","L113","Sub22_Int_tsent.4_moreClear",100,"moreClear","Sub22","Int","4","tsent"
"2023","L113","Sub24_Int_ksent.1_conv",100,"conv","Sub24","Int","1","ksent"
"2024","L113","Sub24_Int_ksent.1_lessClear",100,"lessClear","Sub24","Int","1","ksent"
"2025","L113","Sub24_Int_ksent.1_moreClear",100,"moreClear","Sub24","Int","1","ksent"
"2026","L113","Sub32_AP_tsent.4_conv",74,"conv","Sub32","AP","4","tsent"
"2027","L113","Sub32_AP_tsent.4_lessClear",33,"lessClear","Sub32","AP","4","tsent"
"2028","L113","Sub32_AP_tsent.4_moreClear",100,"moreClear","Sub32","AP","4","tsent"
"2029","L113","Sub22_AP_ksent.5_conv",68,"conv","Sub22","AP","5","ksent"
"2030","L113","Sub22_AP_ksent.5_lessClear",77,"lessClear","Sub22","AP","5","ksent"
"2031","L113","Sub22_AP_ksent.5_moreClear",85,"moreClear","Sub22","AP","5","ksent"
"2032","L113","Sub24_AP_bsent.3_conv",27,"conv","Sub24","AP","3","bsent"
"2033","L113","Sub24_AP_bsent.3_lessClear",30,"lessClear","Sub24","AP","3","bsent"
"2034","L113","Sub24_AP_bsent.3_moreClear",72,"moreClear","Sub24","AP","3","bsent"
"2035","L114","Sub26_Int_bsent.2_conv",94,"conv","Sub26","Int","2","bsent"
"2036","L114","Sub26_Int_bsent.2_lessClear",84,"lessClear","Sub26","Int","2","bsent"
"2037","L114","Sub26_Int_bsent.2_moreClear",100,"moreClear","Sub26","Int","2","bsent"
"2038","L114","Sub11_Int_tsent.2_conv",5,"conv","Sub11","Int","2","tsent"
"2039","L114","Sub11_Int_tsent.2_lessClear",5,"lessClear","Sub11","Int","2","tsent"
"2040","L114","Sub11_Int_tsent.2_moreClear",42,"moreClear","Sub11","Int","2","tsent"
"2041","L114","Sub23_Int_ksent.2_conv",7,"conv","Sub23","Int","2","ksent"
"2042","L114","Sub23_Int_ksent.2_lessClear",0,"lessClear","Sub23","Int","2","ksent"
"2043","L114","Sub23_Int_ksent.2_moreClear",12,"moreClear","Sub23","Int","2","ksent"
"2044","L114","Sub26_AP_tsent.2_conv",10,"conv","Sub26","AP","2","tsent"
"2045","L114","Sub26_AP_tsent.2_lessClear",0,"lessClear","Sub26","AP","2","tsent"
"2046","L114","Sub26_AP_tsent.2_moreClear",21,"moreClear","Sub26","AP","2","tsent"
"2047","L114","Sub11_AP_ksent.2_conv",0,"conv","Sub11","AP","2","ksent"
"2048","L114","Sub11_AP_ksent.2_lessClear",0,"lessClear","Sub11","AP","2","ksent"
"2049","L114","Sub11_AP_ksent.2_moreClear",0,"moreClear","Sub11","AP","2","ksent"
"2050","L114","Sub23_AP_bsent.4_conv",0,"conv","Sub23","AP","4","bsent"
"2051","L114","Sub23_AP_bsent.4_lessClear",5,"lessClear","Sub23","AP","4","bsent"
"2052","L114","Sub23_AP_bsent.4_moreClear",11,"moreClear","Sub23","AP","4","bsent"
"2053","L115","Sub18_Int_bsent.2_conv",100,"conv","Sub18","Int","2","bsent"
"2054","L115","Sub18_Int_bsent.2_lessClear",53,"lessClear","Sub18","Int","2","bsent"
"2055","L115","Sub18_Int_bsent.2_moreClear",100,"moreClear","Sub18","Int","2","bsent"
"2056","L115","Sub25_Int_tsent.4_conv",0,"conv","Sub25","Int","4","tsent"
"2057","L115","Sub25_Int_tsent.4_lessClear",0,"lessClear","Sub25","Int","4","tsent"
"2058","L115","Sub25_Int_tsent.4_moreClear",0,"moreClear","Sub25","Int","4","tsent"
"2059","L115","Sub35_Int_ksent.3_conv",100,"conv","Sub35","Int","3","ksent"
"2060","L115","Sub35_Int_ksent.3_lessClear",100,"lessClear","Sub35","Int","3","ksent"
"2061","L115","Sub35_Int_ksent.3_moreClear",100,"moreClear","Sub35","Int","3","ksent"
"2062","L115","Sub18_AP_tsent.3_conv",0,"conv","Sub18","AP","3","tsent"
"2063","L115","Sub18_AP_tsent.3_lessClear",7,"lessClear","Sub18","AP","3","tsent"
"2064","L115","Sub18_AP_tsent.3_moreClear",1,"moreClear","Sub18","AP","3","tsent"
"2065","L115","Sub25_AP_ksent.1_conv",5,"conv","Sub25","AP","1","ksent"
"2066","L115","Sub25_AP_ksent.1_lessClear",1,"lessClear","Sub25","AP","1","ksent"
"2067","L115","Sub25_AP_ksent.1_moreClear",0,"moreClear","Sub25","AP","1","ksent"
"2068","L115","Sub35_AP_bsent.3_conv",84,"conv","Sub35","AP","3","bsent"
"2069","L115","Sub35_AP_bsent.3_lessClear",54,"lessClear","Sub35","AP","3","bsent"
"2070","L115","Sub35_AP_bsent.3_moreClear",100,"moreClear","Sub35","AP","3","bsent"
"2071","L116","Sub24_Int_bsent.2_conv",34,"conv","Sub24","Int","2","bsent"
"2072","L116","Sub24_Int_bsent.2_lessClear",36,"lessClear","Sub24","Int","2","bsent"
"2073","L116","Sub24_Int_bsent.2_moreClear",40,"moreClear","Sub24","Int","2","bsent"
"2074","L116","Sub34_Int_tsent.2_conv",100,"conv","Sub34","Int","2","tsent"
"2075","L116","Sub34_Int_tsent.2_lessClear",82,"lessClear","Sub34","Int","2","tsent"
"2076","L116","Sub34_Int_tsent.2_moreClear",100,"moreClear","Sub34","Int","2","tsent"
"2077","L116","Sub25_Int_ksent.3_conv",0,"conv","Sub25","Int","3","ksent"
"2078","L116","Sub25_Int_ksent.3_lessClear",0,"lessClear","Sub25","Int","3","ksent"
"2079","L116","Sub25_Int_ksent.3_moreClear",2,"moreClear","Sub25","Int","3","ksent"
"2080","L116","Sub24_AP_tsent.3_conv",33,"conv","Sub24","AP","3","tsent"
"2081","L116","Sub24_AP_tsent.3_lessClear",14,"lessClear","Sub24","AP","3","tsent"
"2082","L116","Sub24_AP_tsent.3_moreClear",19,"moreClear","Sub24","AP","3","tsent"
"2083","L116","Sub34_AP_ksent.3_conv",31,"conv","Sub34","AP","3","ksent"
"2084","L116","Sub34_AP_ksent.3_lessClear",0,"lessClear","Sub34","AP","3","ksent"
"2085","L116","Sub34_AP_ksent.3_moreClear",78,"moreClear","Sub34","AP","3","ksent"
"2086","L116","Sub25_AP_bsent.2_conv",0,"conv","Sub25","AP","2","bsent"
"2087","L116","Sub25_AP_bsent.2_lessClear",0,"lessClear","Sub25","AP","2","bsent"
"2088","L116","Sub25_AP_bsent.2_moreClear",0,"moreClear","Sub25","AP","2","bsent"
"2089","L117","Sub30_Int_bsent.2_conv",57,"conv","Sub30","Int","2","bsent"
"2090","L117","Sub30_Int_bsent.2_lessClear",28,"lessClear","Sub30","Int","2","bsent"
"2091","L117","Sub30_Int_bsent.2_moreClear",65,"moreClear","Sub30","Int","2","bsent"
"2092","L117","Sub23_Int_tsent.1_conv",7,"conv","Sub23","Int","1","tsent"
"2093","L117","Sub23_Int_tsent.1_lessClear",6,"lessClear","Sub23","Int","1","tsent"
"2094","L117","Sub23_Int_tsent.1_moreClear",11,"moreClear","Sub23","Int","1","tsent"
"2095","L117","Sub16_Int_ksent.3_conv",94,"conv","Sub16","Int","3","ksent"
"2096","L117","Sub16_Int_ksent.3_lessClear",90,"lessClear","Sub16","Int","3","ksent"
"2097","L117","Sub16_Int_ksent.3_moreClear",97,"moreClear","Sub16","Int","3","ksent"
"2098","L117","Sub30_AP_tsent.1_conv",2,"conv","Sub30","AP","1","tsent"
"2099","L117","Sub30_AP_tsent.1_lessClear",4,"lessClear","Sub30","AP","1","tsent"
"2100","L117","Sub30_AP_tsent.1_moreClear",19,"moreClear","Sub30","AP","1","tsent"
"2101","L117","Sub23_AP_ksent.5_conv",2,"conv","Sub23","AP","5","ksent"
"2102","L117","Sub23_AP_ksent.5_lessClear",0,"lessClear","Sub23","AP","5","ksent"
"2103","L117","Sub23_AP_ksent.5_moreClear",10,"moreClear","Sub23","AP","5","ksent"
"2104","L117","Sub16_AP_bsent.1_conv",97,"conv","Sub16","AP","1","bsent"
"2105","L117","Sub16_AP_bsent.1_lessClear",41,"lessClear","Sub16","AP","1","bsent"
"2106","L117","Sub16_AP_bsent.1_moreClear",98,"moreClear","Sub16","AP","1","bsent"
"2107","L118","Sub25_Int_bsent.1_conv",7,"conv","Sub25","Int","1","bsent"
"2108","L118","Sub25_Int_bsent.1_lessClear",2,"lessClear","Sub25","Int","1","bsent"
"2109","L118","Sub25_Int_bsent.1_moreClear",3,"moreClear","Sub25","Int","1","bsent"
"2110","L118","Sub32_Int_tsent.4_conv",100,"conv","Sub32","Int","4","tsent"
"2111","L118","Sub32_Int_tsent.4_lessClear",9,"lessClear","Sub32","Int","4","tsent"
"2112","L118","Sub32_Int_tsent.4_moreClear",36,"moreClear","Sub32","Int","4","tsent"
"2113","L118","Sub32_Int_ksent.2_conv",100,"conv","Sub32","Int","2","ksent"
"2114","L118","Sub32_Int_ksent.2_lessClear",100,"lessClear","Sub32","Int","2","ksent"
"2115","L118","Sub32_Int_ksent.2_moreClear",100,"moreClear","Sub32","Int","2","ksent"
"2116","L118","Sub25_AP_tsent.5_conv",1,"conv","Sub25","AP","5","tsent"
"2117","L118","Sub25_AP_tsent.5_lessClear",2,"lessClear","Sub25","AP","5","tsent"
"2118","L118","Sub25_AP_tsent.5_moreClear",2,"moreClear","Sub25","AP","5","tsent"
"2119","L118","Sub32_AP_ksent.5_conv",55,"conv","Sub32","AP","5","ksent"
"2120","L118","Sub32_AP_ksent.5_lessClear",14,"lessClear","Sub32","AP","5","ksent"
"2121","L118","Sub32_AP_ksent.5_moreClear",84,"moreClear","Sub32","AP","5","ksent"
"2122","L118","Sub32_AP_bsent.1_conv",100,"conv","Sub32","AP","1","bsent"
"2123","L118","Sub32_AP_bsent.1_lessClear",73,"lessClear","Sub32","AP","1","bsent"
"2124","L118","Sub32_AP_bsent.1_moreClear",92,"moreClear","Sub32","AP","1","bsent"
"2125","L119","Sub18_Int_bsent.4_conv",74,"conv","Sub18","Int","4","bsent"
"2126","L119","Sub18_Int_bsent.4_lessClear",81,"lessClear","Sub18","Int","4","bsent"
"2127","L119","Sub18_Int_bsent.4_moreClear",71,"moreClear","Sub18","Int","4","bsent"
"2128","L119","Sub16_Int_tsent.2_conv",86,"conv","Sub16","Int","2","tsent"
"2129","L119","Sub16_Int_tsent.2_lessClear",48,"lessClear","Sub16","Int","2","tsent"
"2130","L119","Sub16_Int_tsent.2_moreClear",100,"moreClear","Sub16","Int","2","tsent"
"2131","L119","Sub22_Int_ksent.3_conv",36,"conv","Sub22","Int","3","ksent"
"2132","L119","Sub22_Int_ksent.3_lessClear",38,"lessClear","Sub22","Int","3","ksent"
"2133","L119","Sub22_Int_ksent.3_moreClear",39,"moreClear","Sub22","Int","3","ksent"
"2134","L119","Sub18_AP_tsent.1_conv",16,"conv","Sub18","AP","1","tsent"
"2135","L119","Sub18_AP_tsent.1_lessClear",16,"lessClear","Sub18","AP","1","tsent"
"2136","L119","Sub18_AP_tsent.1_moreClear",30,"moreClear","Sub18","AP","1","tsent"
"2137","L119","Sub16_AP_ksent.1_conv",100,"conv","Sub16","AP","1","ksent"
"2138","L119","Sub16_AP_ksent.1_lessClear",100,"lessClear","Sub16","AP","1","ksent"
"2139","L119","Sub16_AP_ksent.1_moreClear",100,"moreClear","Sub16","AP","1","ksent"
"2140","L119","Sub22_AP_bsent.2_conv",19,"conv","Sub22","AP","2","bsent"
"2141","L119","Sub22_AP_bsent.2_lessClear",58,"lessClear","Sub22","AP","2","bsent"
"2142","L119","Sub22_AP_bsent.2_moreClear",38,"moreClear","Sub22","AP","2","bsent"
"2143","L120","Sub34_Int_bsent.5_conv",57,"conv","Sub34","Int","5","bsent"
"2144","L120","Sub34_Int_bsent.5_lessClear",100,"lessClear","Sub34","Int","5","bsent"
"2145","L120","Sub34_Int_bsent.5_moreClear",12,"moreClear","Sub34","Int","5","bsent"
"2146","L120","Sub28_Int_tsent.5_conv",2,"conv","Sub28","Int","5","tsent"
"2147","L120","Sub28_Int_tsent.5_lessClear",24,"lessClear","Sub28","Int","5","tsent"
"2148","L120","Sub28_Int_tsent.5_moreClear",8,"moreClear","Sub28","Int","5","tsent"
"2149","L120","Sub30_Int_ksent.2_conv",100,"conv","Sub30","Int","2","ksent"
"2150","L120","Sub30_Int_ksent.2_lessClear",100,"lessClear","Sub30","Int","2","ksent"
"2151","L120","Sub30_Int_ksent.2_moreClear",46,"moreClear","Sub30","Int","2","ksent"
"2152","L120","Sub34_AP_tsent.3_conv",15,"conv","Sub34","AP","3","tsent"
"2153","L120","Sub34_AP_tsent.3_lessClear",53,"lessClear","Sub34","AP","3","tsent"
"2154","L120","Sub34_AP_tsent.3_moreClear",100,"moreClear","Sub34","AP","3","tsent"
"2155","L120","Sub28_AP_ksent.2_conv",41,"conv","Sub28","AP","2","ksent"
"2156","L120","Sub28_AP_ksent.2_lessClear",29,"lessClear","Sub28","AP","2","ksent"
"2157","L120","Sub28_AP_ksent.2_moreClear",2,"moreClear","Sub28","AP","2","ksent"
"2158","L120","Sub30_AP_bsent.5_conv",100,"conv","Sub30","AP","5","bsent"
"2159","L120","Sub30_AP_bsent.5_lessClear",97,"lessClear","Sub30","AP","5","bsent"
"2160","L120","Sub30_AP_bsent.5_moreClear",100,"moreClear","Sub30","AP","5","bsent"
"2161","L121","Sub23_Int_bsent.4_conv",8,"conv","Sub23","Int","4","bsent"
"2162","L121","Sub23_Int_bsent.4_lessClear",11,"lessClear","Sub23","Int","4","bsent"
"2163","L121","Sub23_Int_bsent.4_moreClear",12,"moreClear","Sub23","Int","4","bsent"
"2164","L121","Sub26_Int_tsent.2_conv",64,"conv","Sub26","Int","2","tsent"
"2165","L121","Sub26_Int_tsent.2_lessClear",18,"lessClear","Sub26","Int","2","tsent"
"2166","L121","Sub26_Int_tsent.2_moreClear",42,"moreClear","Sub26","Int","2","tsent"
"2167","L121","Sub11_Int_ksent.1_conv",13,"conv","Sub11","Int","1","ksent"
"2168","L121","Sub11_Int_ksent.1_lessClear",44,"lessClear","Sub11","Int","1","ksent"
"2169","L121","Sub11_Int_ksent.1_moreClear",26,"moreClear","Sub11","Int","1","ksent"
"2170","L121","Sub23_AP_tsent.2_conv",39,"conv","Sub23","AP","2","tsent"
"2171","L121","Sub23_AP_tsent.2_lessClear",16,"lessClear","Sub23","AP","2","tsent"
"2172","L121","Sub23_AP_tsent.2_moreClear",49,"moreClear","Sub23","AP","2","tsent"
"2173","L121","Sub26_AP_ksent.1_conv",24,"conv","Sub26","AP","1","ksent"
"2174","L121","Sub26_AP_ksent.1_lessClear",12,"lessClear","Sub26","AP","1","ksent"
"2175","L121","Sub26_AP_ksent.1_moreClear",28,"moreClear","Sub26","AP","1","ksent"
"2176","L121","Sub11_AP_bsent.1_conv",16,"conv","Sub11","AP","1","bsent"
"2177","L121","Sub11_AP_bsent.1_lessClear",8,"lessClear","Sub11","AP","1","bsent"
"2178","L121","Sub11_AP_bsent.1_moreClear",24,"moreClear","Sub11","AP","1","bsent"
"2179","L122","Sub25_Int_bsent.5_conv",0,"conv","Sub25","Int","5","bsent"
"2180","L122","Sub25_Int_bsent.5_lessClear",0,"lessClear","Sub25","Int","5","bsent"
"2181","L122","Sub25_Int_bsent.5_moreClear",36,"moreClear","Sub25","Int","5","bsent"
"2182","L122","Sub18_Int_tsent.4_conv",0,"conv","Sub18","Int","4","tsent"
"2183","L122","Sub18_Int_tsent.4_lessClear",0,"lessClear","Sub18","Int","4","tsent"
"2184","L122","Sub18_Int_tsent.4_moreClear",0,"moreClear","Sub18","Int","4","tsent"
"2185","L122","Sub18_Int_ksent.3_conv",19,"conv","Sub18","Int","3","ksent"
"2186","L122","Sub18_Int_ksent.3_lessClear",19,"lessClear","Sub18","Int","3","ksent"
"2187","L122","Sub18_Int_ksent.3_moreClear",90,"moreClear","Sub18","Int","3","ksent"
"2188","L122","Sub25_AP_tsent.4_conv",11,"conv","Sub25","AP","4","tsent"
"2189","L122","Sub25_AP_tsent.4_lessClear",4,"lessClear","Sub25","AP","4","tsent"
"2190","L122","Sub25_AP_tsent.4_moreClear",0,"moreClear","Sub25","AP","4","tsent"
"2191","L122","Sub18_AP_ksent.3_conv",51,"conv","Sub18","AP","3","ksent"
"2192","L122","Sub18_AP_ksent.3_lessClear",50,"lessClear","Sub18","AP","3","ksent"
"2193","L122","Sub18_AP_ksent.3_moreClear",52,"moreClear","Sub18","AP","3","ksent"
"2194","L122","Sub18_AP_bsent.4_conv",12,"conv","Sub18","AP","4","bsent"
"2195","L122","Sub18_AP_bsent.4_lessClear",8,"lessClear","Sub18","AP","4","bsent"
"2196","L122","Sub18_AP_bsent.4_moreClear",13,"moreClear","Sub18","AP","4","bsent"
"2197","L123","Sub32_Int_bsent.3_conv",37,"conv","Sub32","Int","3","bsent"
"2198","L123","Sub32_Int_bsent.3_lessClear",16,"lessClear","Sub32","Int","3","bsent"
"2199","L123","Sub32_Int_bsent.3_moreClear",100,"moreClear","Sub32","Int","3","bsent"
"2200","L123","Sub26_Int_tsent.1_conv",43,"conv","Sub26","Int","1","tsent"
"2201","L123","Sub26_Int_tsent.1_lessClear",23,"lessClear","Sub26","Int","1","tsent"
"2202","L123","Sub26_Int_tsent.1_moreClear",76,"moreClear","Sub26","Int","1","tsent"
"2203","L123","Sub12_Int_ksent.2_conv",2,"conv","Sub12","Int","2","ksent"
"2204","L123","Sub12_Int_ksent.2_lessClear",0,"lessClear","Sub12","Int","2","ksent"
"2205","L123","Sub12_Int_ksent.2_moreClear",2,"moreClear","Sub12","Int","2","ksent"
"2206","L123","Sub32_AP_tsent.3_conv",85,"conv","Sub32","AP","3","tsent"
"2207","L123","Sub32_AP_tsent.3_lessClear",65,"lessClear","Sub32","AP","3","tsent"
"2208","L123","Sub32_AP_tsent.3_moreClear",85,"moreClear","Sub32","AP","3","tsent"
"2209","L123","Sub26_AP_ksent.4_conv",0,"conv","Sub26","AP","4","ksent"
"2210","L123","Sub26_AP_ksent.4_lessClear",0,"lessClear","Sub26","AP","4","ksent"
"2211","L123","Sub26_AP_ksent.4_moreClear",13,"moreClear","Sub26","AP","4","ksent"
"2212","L123","Sub12_AP_bsent.2_conv",100,"conv","Sub12","AP","2","bsent"
"2213","L123","Sub12_AP_bsent.2_lessClear",100,"lessClear","Sub12","AP","2","bsent"
"2214","L123","Sub12_AP_bsent.2_moreClear",100,"moreClear","Sub12","AP","2","bsent"
"2215","L124","Sub11_Int_bsent.1_conv",30,"conv","Sub11","Int","1","bsent"
"2216","L124","Sub11_Int_bsent.1_lessClear",3,"lessClear","Sub11","Int","1","bsent"
"2217","L124","Sub11_Int_bsent.1_moreClear",97,"moreClear","Sub11","Int","1","bsent"
"2218","L124","Sub18_Int_tsent.2_conv",2,"conv","Sub18","Int","2","tsent"
"2219","L124","Sub18_Int_tsent.2_lessClear",1,"lessClear","Sub18","Int","2","tsent"
"2220","L124","Sub18_Int_tsent.2_moreClear",0,"moreClear","Sub18","Int","2","tsent"
"2221","L124","Sub34_Int_ksent.2_conv",48,"conv","Sub34","Int","2","ksent"
"2222","L124","Sub34_Int_ksent.2_lessClear",50,"lessClear","Sub34","Int","2","ksent"
"2223","L124","Sub34_Int_ksent.2_moreClear",87,"moreClear","Sub34","Int","2","ksent"
"2224","L124","Sub11_AP_tsent.2_conv",42,"conv","Sub11","AP","2","tsent"
"2225","L124","Sub11_AP_tsent.2_lessClear",2,"lessClear","Sub11","AP","2","tsent"
"2226","L124","Sub11_AP_tsent.2_moreClear",54,"moreClear","Sub11","AP","2","tsent"
"2227","L124","Sub18_AP_ksent.1_conv",57,"conv","Sub18","AP","1","ksent"
"2228","L124","Sub18_AP_ksent.1_lessClear",8,"lessClear","Sub18","AP","1","ksent"
"2229","L124","Sub18_AP_ksent.1_moreClear",98,"moreClear","Sub18","AP","1","ksent"
"2230","L124","Sub34_AP_bsent.1_conv",31,"conv","Sub34","AP","1","bsent"
"2231","L124","Sub34_AP_bsent.1_lessClear",21,"lessClear","Sub34","AP","1","bsent"
"2232","L124","Sub34_AP_bsent.1_moreClear",94,"moreClear","Sub34","AP","1","bsent"
"2233","L125","Sub35_Int_bsent.5_conv",100,"conv","Sub35","Int","5","bsent"
"2234","L125","Sub35_Int_bsent.5_lessClear",100,"lessClear","Sub35","Int","5","bsent"
"2235","L125","Sub35_Int_bsent.5_moreClear",100,"moreClear","Sub35","Int","5","bsent"
"2236","L125","Sub32_Int_tsent.2_conv",86,"conv","Sub32","Int","2","tsent"
"2237","L125","Sub32_Int_tsent.2_lessClear",100,"lessClear","Sub32","Int","2","tsent"
"2238","L125","Sub32_Int_tsent.2_moreClear",100,"moreClear","Sub32","Int","2","tsent"
"2239","L125","Sub34_Int_ksent.2_conv",91,"conv","Sub34","Int","2","ksent"
"2240","L125","Sub34_Int_ksent.2_lessClear",100,"lessClear","Sub34","Int","2","ksent"
"2241","L125","Sub34_Int_ksent.2_moreClear",77,"moreClear","Sub34","Int","2","ksent"
"2242","L125","Sub35_AP_tsent.5_conv",100,"conv","Sub35","AP","5","tsent"
"2243","L125","Sub35_AP_tsent.5_lessClear",91,"lessClear","Sub35","AP","5","tsent"
"2244","L125","Sub35_AP_tsent.5_moreClear",100,"moreClear","Sub35","AP","5","tsent"
"2245","L125","Sub32_AP_ksent.4_conv",52,"conv","Sub32","AP","4","ksent"
"2246","L125","Sub32_AP_ksent.4_lessClear",8,"lessClear","Sub32","AP","4","ksent"
"2247","L125","Sub32_AP_ksent.4_moreClear",100,"moreClear","Sub32","AP","4","ksent"
"2248","L125","Sub34_AP_bsent.5_conv",16,"conv","Sub34","AP","5","bsent"
"2249","L125","Sub34_AP_bsent.5_lessClear",46,"lessClear","Sub34","AP","5","bsent"
"2250","L125","Sub34_AP_bsent.5_moreClear",62,"moreClear","Sub34","AP","5","bsent"
"2251","L126","Sub28_Int_bsent.3_conv",0,"conv","Sub28","Int","3","bsent"
"2252","L126","Sub28_Int_bsent.3_lessClear",0,"lessClear","Sub28","Int","3","bsent"
"2253","L126","Sub28_Int_bsent.3_moreClear",2,"moreClear","Sub28","Int","3","bsent"
"2254","L126","Sub11_Int_tsent.5_conv",9,"conv","Sub11","Int","5","tsent"
"2255","L126","Sub11_Int_tsent.5_lessClear",0,"lessClear","Sub11","Int","5","tsent"
"2256","L126","Sub11_Int_tsent.5_moreClear",5,"moreClear","Sub11","Int","5","tsent"
"2257","L126","Sub12_Int_ksent.3_conv",0,"conv","Sub12","Int","3","ksent"
"2258","L126","Sub12_Int_ksent.3_lessClear",6,"lessClear","Sub12","Int","3","ksent"
"2259","L126","Sub12_Int_ksent.3_moreClear",16,"moreClear","Sub12","Int","3","ksent"
"2260","L126","Sub28_AP_tsent.1_conv",0,"conv","Sub28","AP","1","tsent"
"2261","L126","Sub28_AP_tsent.1_lessClear",25,"lessClear","Sub28","AP","1","tsent"
"2262","L126","Sub28_AP_tsent.1_moreClear",8,"moreClear","Sub28","AP","1","tsent"
"2263","L126","Sub11_AP_ksent.3_conv",35,"conv","Sub11","AP","3","ksent"
"2264","L126","Sub11_AP_ksent.3_lessClear",0,"lessClear","Sub11","AP","3","ksent"
"2265","L126","Sub11_AP_ksent.3_moreClear",64,"moreClear","Sub11","AP","3","ksent"
"2266","L126","Sub12_AP_bsent.4_conv",70,"conv","Sub12","AP","4","bsent"
"2267","L126","Sub12_AP_bsent.4_lessClear",43,"lessClear","Sub12","AP","4","bsent"
"2268","L126","Sub12_AP_bsent.4_moreClear",89,"moreClear","Sub12","AP","4","bsent"
"2269","L127","Sub24_Int_bsent.5_conv",100,"conv","Sub24","Int","5","bsent"
"2270","L127","Sub24_Int_bsent.5_lessClear",100,"lessClear","Sub24","Int","5","bsent"
"2271","L127","Sub24_Int_bsent.5_moreClear",92,"moreClear","Sub24","Int","5","bsent"
"2272","L127","Sub22_Int_tsent.5_conv",60,"conv","Sub22","Int","5","tsent"
"2273","L127","Sub22_Int_tsent.5_lessClear",86,"lessClear","Sub22","Int","5","tsent"
"2274","L127","Sub22_Int_tsent.5_moreClear",100,"moreClear","Sub22","Int","5","tsent"
"2275","L127","Sub18_Int_ksent.5_conv",58,"conv","Sub18","Int","5","ksent"
"2276","L127","Sub18_Int_ksent.5_lessClear",60,"lessClear","Sub18","Int","5","ksent"
"2277","L127","Sub18_Int_ksent.5_moreClear",25,"moreClear","Sub18","Int","5","ksent"
"2278","L127","Sub24_AP_tsent.4_conv",36,"conv","Sub24","AP","4","tsent"
"2279","L127","Sub24_AP_tsent.4_lessClear",33,"lessClear","Sub24","AP","4","tsent"
